userId,sessionId,timestamp,navigation
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051221419,/home
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051592029,/deportes
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051315411,/noticias
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051318382,/tiempo
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051592928,/tiempo
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051320427,/deportes/padel/reservasPadel
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051198931,/home
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051316413,/deportes
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051324547,/pistaReservada
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051594654,/deportes/padel/reservasPadel
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051476665,/tiempo
1qyqHPsqRSUGTHWysepdiRUfcED3,671e9b20-d6e4-11ed-9fb3-699e0f31919d,1681051327741,/tiempo
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060787856,/noticias
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060782213,/deportes/baloncesto/reservasBaloncesto
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060754064,/login
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060770866,/carrito
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060754063,/home
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060789492,/noticias/eventos
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060798652,/pistaReservada
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060762119,/deportes/futbol/reservasFutbol
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060761075,/deportes/futbol
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060793892,/deportes/padel
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060796872,/deportes/padel/reservasPadel
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060756966,/home
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060775092,/carrito/pago
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060792478,/deportes
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060780260,/tiempo
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060766669,/deportes/futbol/tiendaFutbol
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060741903,/home
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060758649,/deportes
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060765655,/deportes/futbol
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060778597,/carrito/pago/pagoCompletado
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060783979,/aboutus
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060786682,/carrito/pago/pagoCompletado
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060752628,/carrito/pago
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060764585,/deportes
1qyqHPsqRSUGTHWysepdiRUfcED3,9f2c6bd0-d6fa-11ed-98b2-553b3c08920c,1681060746914,/carrito
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060934977,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060931705,/carrito/pago
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060937784,/aboutus
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060936794,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060929922,/carrito
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060926908,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060933453,/carrito/pago/pagoCompletado
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060934978,/login
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,0d7218b0-d6fb-11ed-b891-5330cfaeb505,1681060940129,/carrito/pago/pagoCompletado
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060919348,/login
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060918311,/carrito/pago/pagoCompletado
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060895177,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060910139,/pistaReservada
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060914742,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060892114,/login
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060908097,/deportes/tenis/reservasTenis
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060912663,/carrito
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060889612,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060919347,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060914743,/login
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060915899,/carrito
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060905464,/pistaReservada
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060901277,/carrito/pago/pagoCompletado
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060903453,/login
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060913894,/carrito/pago
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060911087,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060917151,/carrito/pago
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060903452,/home
dxqKsJ9Xl7SC5tHV8j1yW41KR7S2,f736df90-d6fa-11ed-8742-3f67350333b6,1681060911088,/login
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060832115,/noticias/eventos
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060839721,/deportes/tenis/reservasTenis
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060808108,/home
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060825957,/carrito/pago/pagoCompletado
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060813147,/noticias
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060833500,/noticias/eventos/eventoRegistrado
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060824857,/carrito/pago
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060821530,/deportes/padel/tiendaPadel
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060819281,/deportes
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060814098,/aboutus
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060820501,/deportes/padel
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060841562,/pistaReservada
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060836381,/deportes/futbol/reservasFutbol
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060834816,/tiempo
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060838200,/pistaReservada
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060812250,/home
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060823525,/carrito
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060815726,/aboutus
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060826990,/noticias
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060817886,/carrito/pago/pagoCompletado
MGTOG86ByNRVU9ZjGpXPPz6GXu33,c6a2a7b0-d6fa-11ed-8507-03596cc1a83a,1681060814845,/tiempo
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060851834,/carrito/pago/pagoCompletado
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060872389,/pistaReservada
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060849435,/carrito
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060869023,/deportes/padel
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060863067,/deportes
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060861839,/noticias/eventos/eventoRegistrado
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060873864,/deportes/futbol/reservasFutbol
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060855218,/carrito/pago/pagoCompletado
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060864554,/deportes/padel
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060856231,/aboutus
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060865600,/deportes/padel/tiendaPadel
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060858099,/carrito/pago/pagoCompletado
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060859240,/noticias
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060850488,/carrito/pago
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060870523,/deportes/padel/reservasPadel
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060860345,/noticias/eventos
MGTOG86ByNRVU9ZjGpXPPz6GXu33,de9f66f0-d6fa-11ed-b0bf-bd67514471b4,1681060848353,/home
